"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"1566","","HMR_2232",NA,"malonyl-[ACP][c] + pentanoyl-[ACP][c] => 3-oxoheptanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1567","","HMR_2233",NA,"3-oxoheptanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyheptanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1568","","HMR_2234",NA,"3-hydroxyheptanoyl-[ACP][c] => (2E)-heptenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1569","","HMR_2235",NA,"(2E)-heptenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + heptanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1570","","HMR_2236",NA,"heptanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxononanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1571","","HMR_2237",NA,"3-oxononanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxynonanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1572","","HMR_2238",NA,"3-hydroxynonanoyl-[ACP][c] => (2E)-nonenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1573","","HMR_2239",NA,"(2E)-nonenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + nonanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1574","","HMR_2240",NA,"malonyl-[ACP][c] + nonanoyl-[ACP][c] => 3-oxoundecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1575","","HMR_2241",NA,"3-oxoundecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyundecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1576","","HMR_2242",NA,"3-hydroxyundecanoyl-[ACP][c] => (2E)-undecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1577","","HMR_2243",NA,"(2E)-undecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + undecanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1578","","HMR_2244",NA,"malonyl-[ACP][c] + undecanoyl-[ACP][c] => 3-oxotridecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1579","","HMR_2245",NA,"3-oxotridecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxytridecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1580","","HMR_2246",NA,"3-hydroxytridecanoyl-[ACP][c] => (2E)-tridecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1581","","HMR_2247",NA,"(2E)-tridecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + tridecanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1582","","HMR_2249",NA,"malonyl-[ACP][c] + tridecanoyl-[ACP][c] => 3-oxopentadecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1583","","HMR_2250",NA,"3-oxopentadecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxypentadecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1584","","HMR_2251",NA,"3-hydroxypentadecanoyl-[ACP][c] => (2E)-pentadecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1585","","HMR_2252",NA,"(2E)-pentadecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + pentadecanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1586","","HMR_2254",NA,"malonyl-[ACP][c] + pentadecanoyl-[ACP][c] => 3-oxoheptadecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1587","","HMR_2255",NA,"3-oxoheptadecanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxyheptadecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1588","","HMR_2256",NA,"3-hydroxyheptadecanoyl-[ACP][c] => (2E)-heptadecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1589","","HMR_2257",NA,"(2E)-heptadecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + heptadecanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1590","","HMR_2305",NA,"malonyl-CoA[c] + oleoyl-CoA[c] => 3-oxo-11-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3224C","","PMID:10970790",NA
"1591","","HMR_2307",NA,"3-oxo-11-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-11-cis-eicosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3227C","","PMID:10970790",NA
"1592","","HMR_2309",NA,"3(S)-hydroxy-11-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-eicosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3228C","","PMID:10970790",NA
"1593","","HMR_2311",NA,"H+[c] + NADPH[c] + trans,cis-2,11-eicosadienoyl-CoA[c] => (11Z)-eicosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3229C","","PMID:10970790",NA
"1594","","HMR_2315",NA,"(11Z)-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3225C","","PMID:10970790",NA
"1595","","HMR_2317",NA,"3-oxo-13cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-docosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3230C","","PMID:10970790",NA
"1596","","HMR_2319",NA,"3(S)-hydroxy-13-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-docosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3231C","","PMID:10970790",NA
"1597","","HMR_2321",NA,"H+[c] + NADPH[c] + trans,cis-2,13-docosadienoyl-CoA[c] => (13Z)-docosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3232C","","PMID:10970790",NA
"1598","","HMR_2324",NA,"(13Z)-docosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-cis-15-tetracosaenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3226C","","PMID:10970790",NA
"1599","","HMR_2326",NA,"3-oxo-cis-15-tetracosaenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3234C","","PMID:10970790",NA
"1600","","HMR_2328",NA,"3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c] => H2O[c] + trans,cis-2,15-tetracosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3235C","","PMID:10970790",NA
"1601","","HMR_2330",NA,"H+[c] + NADPH[c] + trans,cis-2,15-tetracosadienoyl-CoA[c] => (15Z)-tetracosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","RE3236C","","PMID:10970790",NA
"1602","","HMR_2332",NA,"(15Z)-tetracosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-hexacosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1603","","HMR_2334",NA,"3-oxo-hexacosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-hexacosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1604","","HMR_2336",NA,"3(S)-hydroxy-hexacosenoyl-CoA[c] => H2O[c] + trans,cis-2,17-hexacosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1605","","HMR_2338",NA,"H+[c] + NADPH[c] + trans,cis-2,17-hexacosadienoyl-CoA[c] => NADP+[c] + hexacosenoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1606","","HMR_2342",NA,"cis-vaccenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1607","","HMR_2343",NA,"3-oxo-13-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1608","","HMR_2344",NA,"3(S)-hydroxy-13-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,13-eicosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1609","","HMR_2345",NA,"H+[c] + NADPH[c] + trans,cis-2,13-eicosadienoyl-CoA[c] => (13Z)-eicosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1610","","HMR_2347",NA,"(7Z)-octadecenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-9-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1611","","HMR_2348",NA,"3-oxo-9-cis-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1612","","HMR_2349",NA,"3(S)-hydroxy-9-cis-eicosenoyl-CoA[c] => H2O[c] + trans,cis-2,9-eicosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1613","","HMR_2350",NA,"H+[c] + NADPH[c] + trans,cis-2,9-eicosadienoyl-CoA[c] => 9-eicosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1614","","HMR_2353",NA,"9-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-11cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1615","","HMR_2354",NA,"3-oxo-11cis-docosenoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-11-cis-docosenoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1616","","HMR_2355",NA,"3(S)-hydroxy-11-cis-docosenoyl-CoA[c] => H2O[c] + trans,cis-2,11-docosadienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1617","","HMR_2356",NA,"H+[c] + NADPH[c] + trans,cis-2,11-docosadienoyl-CoA[c] => (11Z)-docosenoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1618","","HMR_2361",NA,"(6Z,9Z)-octadecadienoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-eicosadienoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1619","","HMR_2362",NA,"3-oxo-eicosadienoyl-CoA[c] + H+[c] + NADPH[c] => 3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1620","","HMR_2363",NA,"3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c] => H2O[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1621","","HMR_2364",NA,"H+[c] + NADPH[c] + trans,cis-2,8,11-eicosatrienoyl-CoA[c] => (8Z,11Z)-eicosadienoyl-CoA[c] + NADP+[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid biosynthesis (unsaturated)","SBO:0000176","","","","","","PMID:10970790",NA
"1622","","HMR_2190",NA,"malonyl-CoA[c] + palmitoyl-CoA[c] => 3-oxooctadecanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","REACT_22270; REACT_22097; REACT_22133; REACT_22219","","","","PMID:16564093;PMID:19505953;PMID:17583696;PMID:12032166;PMID:11567032",NA
"1623","","HMR_2191",NA,"3-oxooctadecanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyoctadecanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","REACT_22155","","RE0581C","","PMID:10479480;PMID:12482854",NA
"1624","","HMR_2193",NA,"3-hydroxyoctadecanoyl-CoA[c] => (2E)-octadecenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","REACT_22293","","","","PMID:16564093;PMID:4379659",NA
"1625","","HMR_2194",NA,"(2E)-octadecenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + stearoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","REACT_22330","","","","PMID:12482854;PMID:10479480",NA
"1626","","HMR_2201",NA,"malonyl-CoA[c] + stearoyl-CoA[c] => 3-oxoeicosanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0565C","","PMID:10479480",NA
"1627","","HMR_2202",NA,"3-oxoeicosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyeicosanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0566C","","PMID:10479480",NA
"1628","","HMR_2203",NA,"3-hydroxyeicosanoyl-CoA[c] => (2E)-eicosenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0567C","","PMID:10479480",NA
"1629","","HMR_2204",NA,"(2E)-eicosenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + eicosanoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0568C","","PMID:10479480",NA
"1630","","HMR_2205",NA,"eicosanoyl-CoA[c] + malonyl-CoA[c] => 3-oxodocosanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0569C","","PMID:10479480;PMID:19826053",NA
"1631","","HMR_2208",NA,"3-oxodocosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxydocosanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0570C","","PMID:10479480",NA
"1632","","HMR_2209",NA,"3-hydroxydocosanoyl-CoA[c] => (2E)-docosenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0571C","","PMID:10479480",NA
"1633","","HMR_2210",NA,"(2E)-docosenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + docosanoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0572N","","PMID:10479480",NA
"1634","","HMR_2211",NA,"docosanoyl-CoA[c] + malonyl-CoA[c] => 3-oxotetracosanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0573N","","PMID:10479480",NA
"1635","","HMR_2212",NA,"3-oxotetracosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxytetracosanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0574C","","PMID:10479480",NA
"1636","","HMR_2213",NA,"3-hydroxytetracosanoyl-CoA[c] => (2E)-tetracosenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0575C","","PMID:10479480",NA
"1637","","HMR_2214",NA,"(2E)-tetracosenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + tetracosanoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","RE0576C","","PMID:10479480",NA
"1638","","HMR_2215",NA,"malonyl-CoA[c] + tetracosanoyl-CoA[c] => 3-oxohexacosanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","","","PMID:18728184;PMID:16036915",NA
"1639","","HMR_2217",NA,"3-oxohexacosanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxyhexacosanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","","","",NA
"1640","","HMR_2218",NA,"3-hydroxyhexacosanoyl-CoA[c] => (2E)-hexacosenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","","","",NA
"1641","","HMR_2219",NA,"(2E)-hexacosenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + hexacosanoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (even-chain)","SBO:0000176","","","","","","",NA
"1642","","HMR_2259",NA,"heptadecanoyl-CoA[c] + malonyl-CoA[c] => 3-oxononadecanoyl-CoA[c] + CO2[c] + CoA[c]","EC:2.3.1.199","ENSG00000012660;ENSG00000066322;ENSG00000118402;ENSG00000119915;ENSG00000164181;ENSG00000170522;ENSG00000197977",NA,NA,NA,"c","Fatty acid elongation (odd-chain)","SBO:0000176","","","","","","PMID:10479480",NA
"1643","","HMR_2260",NA,"3-oxononadecanoyl-CoA[c] + H+[c] + NADPH[c] => 3-hydroxynonadecanoyl-CoA[c] + NADP+[c]","EC:1.1.1.330","ENSG00000149084",NA,NA,NA,"c","Fatty acid elongation (odd-chain)","SBO:0000176","","","","","","PMID:10479480",NA
"1644","","HMR_2261",NA,"3-hydroxynonadecanoyl-CoA[c] => (2E)-nonadecenoyl-CoA[c] + H2O[c]","EC:4.2.1.134","ENSG00000074696;ENSG00000146066;ENSG00000165996;ENSG00000188921;ENSG00000206527",NA,NA,NA,"c","Fatty acid elongation (odd-chain)","SBO:0000176","","","","","","PMID:10479480",NA
"1645","","HMR_2262",NA,"(2E)-nonadecenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + nonadecanoyl-CoA[c]","EC:1.3.1.93","ENSG00000099797;ENSG00000205678",NA,NA,NA,"c","Fatty acid elongation (odd-chain)","SBO:0000176","","","","","","PMID:10479480",NA
